#x,y,arrival_port_calc,speed,remains_millis,count
201,68,GEMLIK,13,4476000,5
201,68,GEMLIK,12,5048571,7
201,68,GEMLIK,11,5980000,9
200,68,GEMLIK,11,7830000,2
199,68,NEMRUT,12,67740000,5
199,68,GEMLIK,11,10590000,2
198,68,NEMRUT,13,66060000,11
198,68,NEMRUT,12,67140000,1
198,68,GEMLIK,11,12230769,13
198,68,GEMLIK,10,14835000,4
197,68,NEMRUT,13,63668571,7
197,68,NEMRUT,12,64380000,2
197,68,GEMLIK,16,10817143,14
197,68,GEMLIK,12,15367500,8
197,68,GEMLIK,11,15139091,22
197,68,GEMLIK,10,16626000,20
196,68,GEMLIK,17,12636000,10
196,68,GEMLIK,16,11760000,1
196,68,GEMLIK,12,17178462,13
196,68,GEMLIK,11,17430000,4
196,68,GEMLIK,10,19285263,19
196,68,GEMLIK,9,19011429,7
195,68,GEMLIK,17,13885714,7
195,68,GEMLIK,16,14600000,3
195,68,GEMLIK,12,19593333,9
195,68,GEMLIK,11,18660000,1
195,68,GEMLIK,10,21864000,10
195,68,GEMLIK,9,21537000,20
194,68,TUZLA,13,23100000,7
194,68,TUZLA,12,25705714,7
194,68,TUZLA,11,26280000,1
194,68,TUZLA,10,31685000,12
194,68,TUZLA,9,31573548,31
194,68,TUZLA,8,38665000,12
194,68,TUZLA,7,40063636,11
194,68,GEMLIK,17,15960000,7
194,68,GEMLIK,16,17347500,8
194,68,GEMLIK,13,21953333,9
194,68,GEMLIK,12,22772727,22
194,68,GEMLIK,11,24087692,13
194,68,GEMLIK,10,25497000,20
194,68,GEMLIK,9,23910000,4
193,68,TUZLA,13,24670000,18
193,68,TUZLA,11,27668000,15
193,68,TUZLA,10,34560000,12
193,68,TUZLA,9,34095556,27
193,68,TUZLA,8,36230625,32
193,68,TUZLA,7,42973333,18
193,68,NUMRUT,15,95120000,6
193,68,NEMRUT,13,201333333,18
193,68,NEMRUT,12,52092000,10
193,68,GIBRALTAR,13,546208000,15
193,68,GIBRALTAR,10,491949231,13
193,68,GEMLIK,16,18674400,25
193,68,GEMLIK,13,23721429,14
193,68,GEMLIK,12,25012941,17
193,68,GEMLIK,11,26139130,23
193,68,GEMLIK,10,27369474,19
193,68,GEMLIK,9,29242500,8
192,68,TUZLA,13,27086667,9
192,68,TUZLA,12,30180000,1
192,68,TUZLA,11,29780000,3
192,68,TUZLA,10,37815000,4
192,68,TUZLA,9,36824000,15
192,68,TUZLA,8,37485000,8
192,68,TUZLA,7,46200000,7
192,68,TUZLA,6,46680000,1
192,68,NUMRUT,15,93120000,1
192,68,NEMRUT,13,255880000,6
192,68,NEMRUT,12,50490000,4
192,68,GIBRALTAR,13,544267500,8
192,68,GIBRALTAR,12,543110000,6
192,68,GIBRALTAR,9,490200000,1
192,68,GEMLIK,17,19260000,2
192,68,GEMLIK,16,20442857,14
192,68,GEMLIK,13,25570000,6
192,68,GEMLIK,12,28374000,10
192,68,GEMLIK,11,28680000,2
192,68,GEMLIK,9,30633333,9
191,68,NEMRUT,12,48600000,1
109,68,MARSAXLOKK,19,81450000,6
109,68,LIVORNO,16,81240000,1
109,68,GEMLIK,12,314545714,14
109,68,GEMLIK,11,314805000,4
109,68,AUGUSTA,13,69616364,11
108,68,MARSAXLOKK,19,82722000,10
108,68,LIVORNO,18,84180000,12
108,68,LIVORNO,17,51420000,11
108,68,LIVORNO,16,79720000,9
108,68,GEMLIK,12,316480000,3
107,68,LIVORNO,51,60240000,1
107,68,LIVORNO,18,82890000,4
107,68,LIVORNO,17,50070000,4
107,68,LIVORNO,14,59850000,2
99,68,GEMLIK,11,359610000,10
98,68,GEMLIK,11,362032941,17
98,68,GEMLIK,10,363660000,1
97,68,VALLETTA,14,94125000,16
97,68,MARSAXLOKK,13,102120000,20
97,68,LIVORNO,20,42240000,5
97,68,GEMLIK,10,363840000,1
96,68,LIVORNO,20,41430000,4
95,68,GENOVA,14,60480000,5
94,68,GENOVA,14,59400000,7
81,68,AUGUSTA,12,151683750,16
75,68,MARSAXLOKK,16,119790000,6
75,68,MARSAXLOKK,15,120420000,2
75,68,FOS SUR MER,20,36720000,1
75,68,FOS SUR MER,19,37080000,3
75,68,FOS SUR MER,18,40200000,16
74,68,MARSAXLOKK,15,120970000,6
74,68,FOS SUR MER,19,36090000,6
74,68,FOS SUR MER,18,39180000,1
74,68,AUGUSTA,13,159193846,13
74,68,AUGUSTA,12,160110000,4
73,68,MARSAXLOKK,14,165032727,11
73,68,LIVORNO,8,121300000,3
72,68,MARSAXLOKK,14,166296000,5
72,68,LIVORNO,8,122415000,4
58,68,TUZLA,9,556387500,8
58,68,BARCELONA,11,30626667,9
58,68,BARCELONA,10,30520000,3
57,68,VALLETTA,19,116370000,10
57,68,TUZLA,10,560280000,1
57,68,TUZLA,9,558578182,22
57,68,MARSAXLOKK,11,196880000,18
57,68,BARCELONA,12,25860000,5
57,68,BARCELONA,11,26460000,1
57,68,BARCELONA,10,28702857,21
56,68,VALLETTA,19,117915000,12
56,68,TUZLA,10,560910000,4
56,68,TUZLA,9,561306000,10
56,68,TARRAGONA,14,29010000,2
56,68,MARSAXLOKK,11,199530000,18
56,68,BARCELONA,11,24180000,2
56,68,BARCELONA,10,26490000,8
55,68,TARRAGONA,14,26010000,2
55,68,BARCELONA,13,19080000,1
54,68,TARRAGONA,14,24801818,11
54,68,CARTAGENA,18,61450909,11
54,68,BARCELONA,14,18000000,1
54,68,BARCELONA,13,18720000,3
53,68,TARRAGONA,14,23520000,4
53,68,TARRAGONA,12,25070000,6
53,68,CARTAGENA,19,60000000,4
53,68,CARTAGENA,18,60480000,3
52,68,VALENCIA,19,32100000,7
52,68,TARRAGONA,15,18780000,5
52,68,TARRAGONA,12,23286000,20
52,68,ISKENDERUN,13,492960000,1
52,68,ISKENDERUN,12,492840000,1
51,68,VALENCIA,19,30840000,14
51,68,TARRAGONA,16,16800000,5
51,68,TARRAGONA,15,17790000,6
51,68,TARRAGONA,12,20784706,17
51,68,ISKENDERUN,13,494348571,14
51,68,ISKENDERUN,12,493920000,6
50,68,VALENCIA,19,29700000,5
50,68,TARRAGONA,16,15622500,8
50,68,TARRAGONA,15,14724000,5
50,68,TARRAGONA,12,18900000,11
50,68,ISKENDERUN,13,495780000,6
50,68,ISKENDERUN,12,496984615,13
49,68,TARRAGONA,15,14220000,3
49,68,ISKENDERUN,13,498715385,13
49,68,BARCELONA,10,13320000,4
49,68,BARCELONA,9,12728571,14
49,68,BARCELONA,8,14475000,4
49,68,BARCELONA,7,14880000,2
49,68,BARCELONA,6,15120000,2
49,68,BARCELONA,5,15360000,2
49,68,BARCELONA,2,35783226,31
49,68,BARCELONA,1,26949917,121
48,68,GIBRALTAR,14,134910000,14
48,68,FOS SUR MER,13,58440000,25
48,68,FOS SUR MER,10,76905600,25
48,68,FOS SUR MER,8,103020000,43
48,68,CEUTA,12,150570000,12
48,68,CEUTA,11,149220000,3
48,68,AUGUSTA,14,185340000,11
47,68,GIBRALTAR,14,133470000,2
47,68,CEUTA,12,148500000,1
47,68,CEUTA,11,148770000,2
47,68,AUGUSTA,14,187466250,16
46,68,VALENCIA,13,34638947,19
45,68,VALENCIA,13,33000000,5
45,68,GIBRALTAR,15,115080000,3
45,68,GIBRALTAR,14,114900000,6
45,68,CARTAGENA,13,64440000,1
45,68,BARCELONA,15,11520000,1
45,68,BARCELONA,14,11261538,26
45,68,BARCELONA,13,10950000,4
45,68,BARCELONA,12,11400000,1
44,68,VALENCIA,23,18840000,8
44,68,VALENCIA,18,23220000,8
44,68,VALENCIA,17,23700000,5
44,68,VALENCIA,15,40440000,1
44,68,VALENCIA,14,41336471,17
44,68,VALENCIA,13,35900000,3
44,68,VALENCIA,12,34500000,20
44,68,VALENCIA,11,46880000,6
44,68,VALENCIA,10,51594000,30
44,68,TARRAGONA,13,8220000,2
44,68,GIBRALTAR,14,113766667,9
44,68,CARTAGENA,13,63026667,18
44,68,BARCELONA,18,8940000,11
44,68,BARCELONA,14,13020000,7
44,68,BARCELONA,13,11835000,4
44,68,BARCELONA,12,12720000,10
43,68,VALENCIA,23,18060000,5
43,68,VALENCIA,22,17700000,1
43,68,VALENCIA,19,20875714,14
43,68,VALENCIA,18,22260000,8
43,68,VALENCIA,17,22460000,9
43,68,VALENCIA,16,22106667,9
43,68,VALENCIA,15,23280000,7
43,68,VALENCIA,14,39660000,12
43,68,VALENCIA,10,54100000,15
43,68,TARRAGONA,13,9536842,19
43,68,TARRAGONA,12,9024000,15
43,68,CASTELLON,14,18600000,12
43,68,BARCELONA,17,10380000,10
43,68,BARCELONA,14,12480000,9
43,68,BARCELONA,13,13920000,7
42,68,VALENCIA,20,19680000,1
42,68,VALENCIA,19,19680000,2
42,68,VALENCIA,17,20760000,1
42,68,VALENCIA,16,20820000,12
42,68,VALENCIA,15,21642000,10
42,68,VALENCIA,14,38348571,7
42,68,VALENCIA,13,37549091,11
42,68,CASTELLON,14,16710000,10
42,68,BARCELONA,17,11760000,13
42,68,BARCELONA,14,14142000,10
42,68,BARCELONA,13,15655714,14
41,68,TARRAGONA,14,6915000,20
41,68,TARRAGONA,13,7084286,14
41,68,GIBRALTAR,16,115477500,16
41,68,GIBRALTAR,15,107780000,9
41,68,CARTAGENA,14,53529600,25
40,68,TARRAGONA,16,5845000,12
40,68,TARRAGONA,14,15192857,14
40,68,CARTAGENA,15,54765000,4
203,67,TUZLA,10,14748000,10
203,67,TUZLA,9,25900000,6
203,67,NEMRUT,13,77700000,1
203,67,NEMRUT,12,78000000,2
203,67,NEMRUT,11,78240000,1
203,67,NEMRUT,9,78600000,1
203,67,GIBRALTAR,14,521700000,2
203,67,GEMLIK,16,0,1
203,67,GEMLIK,13,0,1
203,67,GEMLIK,12,384000,5
203,67,GEMLIK,11,148000,15
203,67,GEMLIK,10,0,3
203,67,GEMLIK,6,0,1
202,67,TUZLA,10,11020000,3
202,67,TUZLA,9,22650000,2
202,67,TUZLA,8,21540000,10
202,67,TUZLA,7,20460000,2
202,67,TUZLA,6,20064000,5
202,67,TUZLA,5,19680000,1
202,67,NEMRUT,13,75740000,3
202,67,NEMRUT,12,75094286,7
202,67,GIBRALTAR,14,520117500,8
202,67,GIBRALTAR,13,519480000,2
202,67,GEMLIK,17,2820000,3
202,67,GEMLIK,16,1920000,1
202,67,GEMLIK,15,2260000,3
202,67,GEMLIK,14,2100000,5
202,67,GEMLIK,13,1920000,5
202,67,GEMLIK,12,2180000,18
202,67,GEMLIK,11,2402500,24
202,67,GEMLIK,10,2034545,22
202,67,GEMLIK,9,2629091,11
201,67,TUZLA,6,19440000,1
201,67,NEMRUT,13,74280000,1
201,67,NEMRUT,12,73126154,13
201,67,GIBRALTAR,14,519030000,2
201,67,GEMLIK,17,3815000,12
201,67,GEMLIK,13,2700000,1
201,67,GEMLIK,12,4600000,3
201,67,GEMLIK,11,3966000,20
201,67,GEMLIK,10,4416667,18
200,67,NEMRUT,13,70582500,8
200,67,NEMRUT,12,71080000,6
200,67,GEMLIK,17,5436000,5
200,67,GEMLIK,16,6100000,3
200,67,GEMLIK,12,6040000,3
200,67,GEMLIK,11,6763636,11
200,67,GEMLIK,10,6180000,2
200,67,GEMLIK,9,7965000,12
199,67,NEMRUT,13,69300000,1
199,67,NEMRUT,12,68540000,3
199,67,GEMLIK,16,7300000,12
199,67,GEMLIK,11,9907059,17
199,67,GEMLIK,10,11010000,18
199,67,GEMLIK,9,9540000,5
198,67,GEMLIK,16,9023077,13
198,67,GEMLIK,12,13054286,7
198,67,GEMLIK,11,12082500,8
198,67,GEMLIK,10,13332000,15
197,67,GEMLIK,12,14340000,4
197,67,GEMLIK,11,14700000,1
193,67,GEMLIK,12,25485000,4
193,67,GEMLIK,10,27942857,7
192,67,TUZLA,13,28380000,1
192,67,TUZLA,8,39740000,3
192,67,GEMLIK,16,20190000,2
192,67,GEMLIK,13,27240000,1
192,67,GEMLIK,12,26770000,12
192,67,GEMLIK,11,30720000,1
192,67,GEMLIK,10,29605714,7
192,67,GEMLIK,9,31260000,4
191,67,TUZLA,13,28720000,3
191,67,TUZLA,9,39405000,4
191,67,TUZLA,8,40800000,5
191,67,TUZLA,7,50070000,2
191,67,GEMLIK,17,20760000,1
191,67,GEMLIK,16,21620000,6
191,67,GEMLIK,13,27585000,4
191,67,GEMLIK,12,29602500,8
191,67,GEMLIK,11,31260000,1
191,67,GEMLIK,10,33315000,4
110,67,MARSAXLOKK,19,79830000,2
110,67,MARSAXLOKK,18,78936000,5
110,67,LIVORNO,18,87450000,4
110,67,LIVORNO,17,55050000,2
110,67,LIVORNO,16,83820000,1
110,67,LIVORNO,14,66090000,2
110,67,GEMLIK,12,311060000,15
110,67,AUGUSTA,13,66828000,20
109,67,MARSAXLOKK,19,80440000,6
109,67,LIVORNO,18,86075000,12
109,67,LIVORNO,17,53732308,13
109,67,LIVORNO,16,82548000,5
109,67,LIVORNO,14,64560000,2
109,67,GEMLIK,12,312810000,6
109,67,AUGUSTA,13,68460000,1
108,67,LIVORNO,17,52500000,1
108,67,LIVORNO,14,63180000,1
101,67,GEMLIK,12,353760000,1
101,67,GEMLIK,11,353970000,4
100,67,GEMLIK,11,356037000,20
100,67,GEMLIK,10,355740000,5
99,67,GEMLIK,11,358080000,10
97,67,VALLETTA,14,91708000,15
97,67,MARSAXLOKK,13,101786087,23
97,67,LIVORNO,19,43500000,9
95,67,GENOVA,14,62100000,13
93,67,LIVORNO,16,40440000,1
81,67,AUGUSTA,13,148512000,5
81,67,AUGUSTA,12,149743636,11
76,67,FOS SUR MER,18,42810000,4
75,67,MARSAXLOKK,16,118960000,3
75,67,MARSAXLOKK,15,117910000,12
75,67,FOS SUR MER,19,38250000,10
75,67,FOS SUR MER,18,41820000,11
75,67,AUGUSTA,13,156270000,10
74,67,AUGUSTA,13,157530000,4
74,67,AUGUSTA,12,157980000,1
73,67,MARSAXLOKK,14,163020000,10
60,67,TUZLA,10,548520000,5
60,67,TUZLA,9,549680000,6
60,67,BARCELONA,10,36948000,5
59,67,VALLETTA,18,113040000,10
59,67,TUZLA,9,551548235,17
59,67,MARSAXLOKK,11,190855385,13
59,67,BARCELONA,12,30560000,3
59,67,BARCELONA,11,33812000,15
59,67,BARCELONA,10,35806667,9
58,67,VALLETTA,19,115065000,4
58,67,VALLETTA,18,114240000,5
58,67,TUZLA,9,554407500,8
58,67,MARSAXLOKK,11,194065714,14
58,67,BARCELONA,11,32424000,10
57,67,VALLETTA,19,115560000,1
57,67,MARSAXLOKK,11,195480000,3
56,67,TARRAGONA,12,32160000,1
55,67,TARRAGONA,15,24600000,2
55,67,TARRAGONA,12,30555000,4
54,67,TARRAGONA,15,23575714,14
54,67,TARRAGONA,13,28477500,8
54,67,TARRAGONA,12,27960000,7
54,67,ISKENDERUN,12,487173333,9
53,67,TARRAGONA,15,21840000,7
53,67,TARRAGONA,14,20850000,4
53,67,TARRAGONA,12,26166000,10
53,67,ISKENDERUN,12,489388421,19
53,67,CARTAGENA,19,59237143,7
52,67,TARRAGONA,15,19500000,3
52,67,TARRAGONA,14,20130000,4
52,67,ISKENDERUN,13,492660000,1
52,67,ISKENDERUN,12,491505000,12
52,67,CARTAGENA,19,57920000,9
50,67,VALENCIA,19,28740000,8
50,67,AUGUSTA,14,181250000,6
50,67,AUGUSTA,13,180450000,4
49,67,VALENCIA,20,26940000,6
49,67,VALENCIA,19,27780000,8
49,67,BARCELONA,5,15840000,2
49,67,BARCELONA,4,16000000,6
49,67,BARCELONA,3,16500000,1
49,67,BARCELONA,2,16620000,1
49,67,AUGUSTA,14,182892632,19
48,67,VALENCIA,20,26340000,4
48,67,FOS SUR MER,13,60180000,4
48,67,FOS SUR MER,10,79140000,4
48,67,AUGUSTA,14,184260000,3
47,67,GIBRALTAR,14,132930000,4
47,67,GIBRALTAR,13,131388000,15
47,67,FOS SUR MER,13,61680000,21
47,67,FOS SUR MER,10,81130909,22
47,67,FOS SUR MER,8,106641429,14
47,67,FOS SUR MER,7,108751579,19
47,67,CEUTA,12,146329091,22
47,67,CEUTA,11,148020000,3
45,67,VALENCIA,13,31540000,15
45,67,BARCELONA,14,12480000,3
44,67,VALENCIA,14,40020000,2
44,67,VALENCIA,13,30080000,9
44,67,VALENCIA,12,33180000,2
44,67,GIBRALTAR,14,112181250,16
44,67,CARTAGENA,13,60480000,3
44,67,CARTAGENA,12,60840000,9
44,67,BARCELONA,18,10020000,1
44,67,BARCELONA,14,14338065,31
44,67,BARCELONA,12,14700000,23
43,67,VALENCIA,23,17000000,9
43,67,VALENCIA,22,16580000,3
43,67,VALENCIA,18,20813333,18
43,67,VALENCIA,17,21520000,6
43,67,VALENCIA,15,37920000,2
43,67,VALENCIA,14,38940000,15
43,67,VALENCIA,13,32400000,6
43,67,VALENCIA,12,31205000,12
43,67,VALENCIA,11,31465000,12
43,67,VALENCIA,10,51250000,42
43,67,TARRAGONA,13,11624211,19
43,67,TARRAGONA,12,11310000,2
43,67,CARTAGENA,13,59400000,3
43,67,BARCELONA,18,10920000,9
42,67,VALENCIA,23,16080000,1
42,67,VALENCIA,19,18690000,8
42,67,VALENCIA,18,20040000,3
42,67,VALENCIA,17,19140000,2
42,67,VALENCIA,16,19620000,6
42,67,VALENCIA,15,20460000,7
42,67,VALENCIA,14,36580000,3
42,67,TARRAGONA,13,12300000,1
42,67,TARRAGONA,12,12408000,10
42,67,CASTELLON,14,15180000,1
42,67,CASTELLON,13,15540000,3
42,67,BARCELONA,17,12900000,6
42,67,BARCELONA,14,15340000,6
42,67,BARCELONA,13,17050000,6
41,67,VALENCIA,20,17340000,6
41,67,VALENCIA,19,17340000,1
41,67,VALENCIA,17,18285000,12
41,67,VALENCIA,16,18660000,13
41,67,VALENCIA,15,19740000,5
41,67,VALENCIA,14,35036842,19
41,67,TARRAGONA,14,9176842,19
41,67,TARRAGONA,13,9641538,13
41,67,GIBRALTAR,16,113476364,11
41,67,GIBRALTAR,15,106620000,1
41,67,CASTELLON,14,13640000,18
41,67,CASTELLON,13,14760000,3
41,67,CARTAGENA,14,51440000,24
41,67,BARCELONA,17,14280000,17
41,67,BARCELONA,14,17356000,15
41,67,BARCELONA,13,19054737,19
40,67,VALENCIA,14,33480000,1
40,67,TARRAGONA,16,7110000,2
40,67,TARRAGONA,14,16636000,15
40,67,GIBRALTAR,16,105420000,4
40,67,GIBRALTAR,15,105840000,4
40,67,CASTELLON,14,12240000,5
40,67,CARTAGENA,14,50520000,1
39,67,TARRAGONA,17,8280000,7
39,67,TARRAGONA,16,7470000,2
39,67,TARRAGONA,14,18840000,1
111,66,MARSAXLOKK,19,76320000,3
111,66,MARSAXLOKK,18,77625000,4
111,66,LIVORNO,18,89887500,8
111,66,LIVORNO,17,57493333,9
111,66,GEMLIK,12,308293333,9
111,66,AUGUSTA,13,62648889,27
110,66,MARSAXLOKK,18,78240000,1
110,66,LIVORNO,18,88473333,9
110,66,LIVORNO,17,56138182,11
110,66,GEMLIK,12,309330000,6
102,66,GEMLIK,11,349701000,20
101,66,GEMLIK,11,352350000,12
98,66,VALLETTA,14,89321538,13
98,66,MARSAXLOKK,14,92685000,4
98,66,MARSAXLOKK,13,100350000,2
97,66,VALLETTA,14,90360000,4
97,66,MARSAXLOKK,14,93400000,6
97,66,MARSAXLOKK,13,103374000,10
97,66,LIVORNO,20,44580000,3
97,66,LIVORNO,19,45454286,7
95,66,GENOVA,14,64416667,18
81,66,AUGUSTA,13,147471429,7
81,66,AUGUSTA,12,146346667,9
81,66,AUGUSTA,11,145620000,1
76,66,MARSAXLOKK,15,115776000,15
76,66,FOS SUR MER,20,40860000,1
76,66,FOS SUR MER,19,40230000,6
76,66,FOS SUR MER,18,43930000,12
75,66,FOS SUR MER,19,39420000,3
75,66,AUGUSTA,13,154140000,17
75,66,AUGUSTA,12,153000000,2
74,66,MARSAXLOKK,14,160200000,6
73,66,MARSAXLOKK,14,161430000,2
68,66,LIVORNO,8,140460000,1
62,66,TUZLA,10,542254286,7
62,66,TUZLA,9,541320000,1
61,66,VALLETTA,18,109440000,9
61,66,TUZLA,10,545644615,13
61,66,MARSAXLOKK,11,185110588,17
61,66,BARCELONA,13,32660000,3
61,66,BARCELONA,11,36915000,4
61,66,BARCELONA,10,41280000,17
60,66,VALLETTA,18,111016364,11
60,66,TUZLA,10,547342500,8
60,66,MARSAXLOKK,11,187740000,18
60,66,BARCELONA,13,31980000,1
60,66,BARCELONA,11,34840000,3
60,66,BARCELONA,10,38715000,16
59,66,VALLETTA,18,112110000,2
59,66,TARRAGONA,12,39480000,1
59,66,MARSAXLOKK,11,189570000,4
58,66,TARRAGONA,12,38280000,1
57,66,TARRAGONA,15,29307273,11
57,66,ISKENDERUN,13,480300000,6
56,66,TARRAGONA,15,27708000,15
56,66,TARRAGONA,12,33280000,3
56,66,ISKENDERUN,13,481787143,14
55,66,TARRAGONA,16,25680000,1
55,66,TARRAGONA,15,25663636,11
55,66,ISKENDERUN,13,483670000,6
54,66,ISKENDERUN,12,485720000,3
52,66,CARTAGENA,19,56940000,5
52,66,AUGUSTA,14,176130000,8
51,66,CARTAGENA,19,56400000,4
51,66,CARTAGENA,18,55440000,11
51,66,AUGUSTA,14,177372000,5
51,66,AUGUSTA,13,178425000,8
50,66,AUGUSTA,13,179640000,5
48,66,VALENCIA,20,25500000,10
47,66,VALENCIA,20,24120000,13
47,66,FOS SUR MER,13,63420000,8
47,66,FOS SUR MER,10,83484000,10
47,66,FOS SUR MER,7,111330000,8
46,66,VALENCIA,20,23100000,4
46,66,GIBRALTAR,13,128960000,21
46,66,FOS SUR MER,13,65016923,13
46,66,FOS SUR MER,10,85304000,15
46,66,FOS SUR MER,7,114210000,26
46,66,CEUTA,12,144580000,6
46,66,CEUTA,11,142925455,22
44,66,VALENCIA,13,28230000,8
44,66,GIBRALTAR,15,109920000,3
44,66,GIBRALTAR,14,110470000,6
44,66,BARCELONA,14,16122000,20
44,66,BARCELONA,12,16200000,2
43,66,VALENCIA,18,19710000,2
43,66,VALENCIA,15,36960000,14
43,66,VALENCIA,14,36060000,1
43,66,VALENCIA,13,26580000,13
43,66,VALENCIA,12,29296000,15
43,66,VALENCIA,11,29640000,2
43,66,VALENCIA,10,30000000,4
43,66,TARRAGONA,13,13440000,7
43,66,GIBRALTAR,15,109074000,10
43,66,CARTAGENA,13,57780000,15
43,66,BARCELONA,18,12360000,7
43,66,BARCELONA,14,17420000,12
43,66,BARCELONA,13,18360000,3
43,66,BARCELONA,12,17547000,20
42,66,VALENCIA,23,15068571,7
42,66,VALENCIA,22,15440000,6
42,66,VALENCIA,18,18789231,26
42,66,VALENCIA,14,35640000,6
42,66,VALENCIA,12,28027500,8
42,66,VALENCIA,11,28290000,20
42,66,VALENCIA,10,57949565,23
42,66,TARRAGONA,13,14628000,10
42,66,TARRAGONA,12,14400000,18
42,66,BARCELONA,19,13440000,1
42,66,BARCELONA,18,13320000,3
41,66,VALENCIA,20,16440000,3
41,66,VALENCIA,17,17160000,3
41,66,VALENCIA,16,17760000,2
41,66,TARRAGONA,14,10500000,3
41,66,GIBRALTAR,16,112380000,3
41,66,CARTAGENA,14,49860000,3
41,66,BARCELONA,17,15360000,1
41,66,BARCELONA,14,18420000,2
41,66,BARCELONA,13,20460000,1
40,66,VALENCIA,20,15190000,12
40,66,VALENCIA,17,15810000,12
40,66,VALENCIA,16,16598824,17
40,66,VALENCIA,13,33300000,1
40,66,VALENCIA,12,23415000,8
40,66,VALENCIA,11,22620000,2
40,66,VALENCIA,10,27870000,2
40,66,VALENCIA,9,27840000,2
40,66,VALENCIA,8,23040000,1
40,66,VALENCIA,7,27870000,2
40,66,VALENCIA,6,27870000,2
40,66,VALENCIA,5,32340000,1
40,66,VALENCIA,4,27810000,2
40,66,VALENCIA,3,29200000,3
40,66,VALENCIA,2,27690000,2
40,66,VALENCIA,1,27810000,50
40,66,TARRAGONA,14,11417143,14
40,66,TARRAGONA,13,12108000,15
40,66,TARRAGONA,12,11040000,1
40,66,GIBRALTAR,16,108266667,18
40,66,GIBRALTAR,15,104340000,2
40,66,CASTELLON,14,11040000,15
40,66,CARTAGENA,14,49025714,21
40,66,BARCELONA,17,16560000,13
40,66,BARCELONA,14,19869474,19
40,66,BARCELONA,13,21960000,18
39,66,VALENCIA,20,14220000,1
39,66,VALENCIA,16,15210000,2
39,66,VALENCIA,12,21220000,3
39,66,TARRAGONA,17,9900000,16
39,66,TARRAGONA,14,19840000,3
39,66,TARRAGONA,13,20700000,1
39,66,CASTELLON,14,9263077,13
39,66,BARCELONA,17,17910000,2
39,66,BARCELONA,14,21450000,2
39,66,BARCELONA,13,23700000,3
38,66,TARRAGONA,17,10920000,1
188,65,GEMLIK,11,31140000,1
188,65,GEMLIK,9,31860000,1
112,65,MARSAXLOKK,19,75000000,2
112,65,LIVORNO,18,92070000,16
112,65,LIVORNO,17,59692500,8
112,65,LIVORNO,16,65350000,6
112,65,LIVORNO,13,71685000,4
112,65,AUGUSTA,13,58860000,1
111,65,LIVORNO,18,90780000,4
111,65,LIVORNO,17,58640000,6
111,65,LIVORNO,16,87960000,1
104,65,GEMLIK,11,343980000,16
103,65,GEMLIK,11,346435000,24
102,65,GEMLIK,11,348180000,1
98,65,VALLETTA,14,87236667,18
98,65,MARSAXLOKK,14,90282857,7
98,65,MARSAXLOKK,13,96972857,14
98,65,LIVORNO,19,46720000,3
97,65,LIVORNO,19,46200000,4
95,65,GENOVA,14,66536250,16
81,65,AUGUSTA,11,144134118,17
77,65,FOS SUR MER,18,46350000,6
76,65,MARSAXLOKK,15,114150000,6
76,65,FOS SUR MER,20,41760000,6
76,65,FOS SUR MER,19,41760000,7
76,65,FOS SUR MER,18,45360000,5
76,65,AUGUSTA,13,150960000,2
76,65,AUGUSTA,12,151161818,11
75,65,AUGUSTA,12,152370000,2
74,65,MARSAXLOKK,14,158030769,13
67,65,LIVORNO,8,145920000,3
66,65,LIVORNO,9,148320000,1
66,65,LIVORNO,8,147610000,6
64,65,TUZLA,9,535276364,11
64,65,BARCELONA,11,45648000,5
63,65,VALLETTA,18,105940000,6
63,65,TUZLA,9,538600800,25
63,65,MARSAXLOKK,11,179220000,14
63,65,BARCELONA,11,47580000,9
63,65,BARCELONA,10,47586667,9
62,65,VALLETTA,18,107322857,14
62,65,TUZLA,10,540800000,3
62,65,TUZLA,9,540660000,3
62,65,TARRAGONA,14,43200000,1
62,65,MARSAXLOKK,11,181722000,20
62,65,BARCELONA,13,37277143,7
62,65,BARCELONA,11,45171429,14
62,65,BARCELONA,10,43733333,9
61,65,VALLETTA,18,108640000,3
61,65,MARSAXLOKK,11,183660000,7
61,65,BARCELONA,13,35625000,12
61,65,BARCELONA,10,42990000,2
60,65,TARRAGONA,15,35070000,4
60,65,TARRAGONA,12,42320000,3
60,65,ISKENDERUN,13,473220000,1
60,65,ISKENDERUN,12,473400000,1
59,65,TARRAGONA,15,33600000,14
59,65,TARRAGONA,12,41880000,1
59,65,ISKENDERUN,12,474795000,16
58,65,TARRAGONA,15,31715000,12
58,65,ISKENDERUN,13,477000000,4
58,65,ISKENDERUN,12,477100000,9
57,65,TARRAGONA,15,30420000,3
57,65,ISKENDERUN,13,479088000,10
57,65,ISKENDERUN,12,478200000,1
54,65,AUGUSTA,14,171740000,3
53,65,AUGUSTA,14,173300000,9
52,65,AUGUSTA,14,174997500,8
51,65,CARTAGENA,18,54660000,2
50,65,CARTAGENA,18,53580000,15
46,65,VALENCIA,20,22320000,9
46,65,VALENCIA,19,21720000,1
46,65,GIBRALTAR,13,127050000,6
46,65,FOS SUR MER,13,66780000,13
46,65,FOS SUR MER,11,88452000,5
46,65,FOS SUR MER,10,87310000,12
46,65,FOS SUR MER,8,118260000,2
46,65,FOS SUR MER,7,117060000,18
46,65,CEUTA,11,141216000,5
