#ship_id,depart_port,dest_port
0x3d617187456082c0881fc21552dfcde0f4811e8f,VALLETTA,GIBRALTAR
0xf04547eda556c5f289b24488ad61fed6f8258f6f,DILISKELESI,TUZLA
0x60316082a38dd427d55700a88a2873b99cb76e27,PORT SAID,HAIFA
0x37e20ec33124b88112946868fb963dccbfabd240,FOS SUR MER,BARCELONA
0x4a64b12cf01c3c92c34cc73fe4b55a5819ac3381,PALMA DE MALLORCA,BARCELONA
0xdf9493d833d3d908a496fdb4688cf23a37a87799,FOS SUR MER,BARCELONA
0xfad11fd31a684600efefd5600a012cb635b2a968,GENOVA,LIVORNO
0x2a53bced3126142b1a4bd457809b81530a922380,VALLETTA,FOS SUR MER
0x1e773a38719fbe54c2ed4e35b788d1b13aa9cf02,VALENCIA,BARCELONA
0x2a1b4874f255d0b1098ea465157a06ed8584c851,CEUTA,CARTAGENA
0x2474e343809eca46a76fd9e5de5327028a031e06,BARCELONA,GENOVA
0x155fd79a1eeae7bdf7d925c8bc9cea691142ae93,GIBRALTAR,CEUTA
0xccfc65a407175f6ec15a762245cef5bdf28e3073,GIBRALTAR,PALMA DE MALLORCA
0x16cdfecb8a32e9bb907b381d4f64a5d68cec36d9,ISKENDERUN,HAIFA
0x4bf19351b48ac32ef5d9000c132304b900b7a84c,LIVORNO,BARCELONA
0xc933d186ec623f4993d97d1ecbe466bb0fd308df,BARCELONA,PALMA DE MALLORCA
0x4bf19351b48ac32ef5d9000c132304b900b7a84c,GENOVA,LIVORNO
0x1dbf8398cffe3632d65a6f80253856524d6435da,AUGUSTA,LIVORNO
0x6b92f8d60694b467a3ffbeb0f2e4776e83a03c43,CEUTA,CARTAGENA
0x5ab1d9b6146550e34e1c36ec4d8f9942da5a904f,TUZLA,ALEXANDRIA
0xfefec211cc1121cbd932b990aa192de9abdaa3b3,HAIFA,DAMIETTA
0x1706049f9f6e5eca3a9a9aff1b8e1f8de63a430e,TARRAGONA,GENOVA
0xfd64bfd46af4c6fee8fb8dca28c6d4ebc13eaca8,LIVORNO,MONACO
0x27e022ebd994cf7f71edd04c50b424f44119e3d6,LIVORNO,BARCELONA
0x285c6a4b70b1ab7df694dc91d3e903df7362869c,GENOVA,BARCELONA
0xe9b6b8630158fb3548f732bded68428cf8269027,TARRAGONA,BARCELONA
0x63cc25285639534b8d51df99ba4d81e6e7e05752,NEMRUT,VALENCIA
0xa3196e6e04ca25ea904135d63706b048aa47c952,PORT SAID,ALEXANDRIA
0x6e6bd620ae7ea9b2dccd5fa5f3018d1c87ca4737,HAIFA,PORT SAID
0x37c38df1e4ddb7bde97f2da60768b8cd2cad41fc,TARRAGONA,BARCELONA
0x24e4b5faabdf33534ade6f85e1f13e6b21e35554,HAIFA,ISKENDERUN
0x106bafdc40a703729811a69427742bbc199d94e1,DILISKELESI,PIRAEUS
0x25e62281c962f0f5526f1a6565b79a7273b52d55,MARSAXLOKK,VALLETTA
0x4a019c1cfeb350332337767a97094f73103a771e,VALLETTA,GIBRALTAR
0x50720051ed7692cbb84a1ef0240394dc3112b658,PIRAEUS,DILISKELESI
0x09da173d5baf5ac2695bfe6e03aceff7b64424b6,GIBRALTAR,CARTAGENA
0x8e6522d4e928c672b6a24758b652c4e02b7dcaa0,TARRAGONA,CARTAGENA
0xa07254a6f40e9caaf4ce5e28f3004a8718f9e82d,GIBRALTAR,CARTAGENA
0x7537ea16f18f2738ec1f793d2069c4a512cd1281,BARCELONA,TARRAGONA
0x56fb24820cb0d6f15dab9f5ef992cf0f88752720,FOS SUR MER,GENOVA
0xad635862279d19af8b5f9d8230b234b61bb268fd,MARSAXLOKK,TUZLA
0x10bcaef4dee1518a5708b326c54e8e52ce0d959f,GEMLIK,DILISKELESI
0x953a487c0e777b16fe84d6ff91e0489b42ab5fe3,GENOVA,GEMLIK
0x712bfe417c7bde00124be0698ebbf69a43cf0d88,CARTAGENA,GENOVA
0xb239ccfc0d06cd62fe11cf8c1d9367b58026c808,CARTAGENA,PALMA DE MALLORCA
0x63c8cdb2ec620361150ee96fe3589e352d616141,MARSAXLOKK,VALENCIA
0x28eec6a1be43d4d7e96bb30a1bc0d38b2a76dc15,VALENCIA,TARRAGONA
0xb633ed54f31994072009a034d63d3b65e471fba9,VALLETTA,MARSAXLOKK
0x24bb65c70ba54237d984556989945405a9bd3677,VALLETTA,PIRAEUS
0x0b533ebe7cd21cda33043cfc24979fdee49f2ccc,MARSAXLOKK,VALLETTA
0xbc9449c23c7a899f15ed696d64e6d05728560a4d,GIBRALTAR,PALMA DE MALLORCA
0x1d7d9c8e4af9b5abda415387468c5202dd4f70a2,BARCELONA,TARRAGONA
0xd81cab83c4474927bde179077a302e941beb3059,CARTAGENA,CEUTA
0x69d61bd4bca4a201aa86ab7c0f828d27e18ab359,FOS SUR MER,GEMLIK
0x74596780c54fa92eb46c1a2df7a33df8d6ec1589,BARCELONA,PALMA DE MALLORCA
0x82789d6a3b005f9791085d30f28282ca709e71a1,GIBRALTAR,ALEXANDRIA
0xfb128d827d51b89cbabe9107c07f278572392682,GIBRALTAR,GENOVA
0x5fbf19d3391d6afb2a0b7d76b355f47c59c0628f,GIBRALTAR,PALMA DE MALLORCA
0x03ad4738dcf80566449a54a5ca5ce44911da345d,DILISKELESI,DILISKELESI
0x401fec26601984da276501301994e9294192010f,NEMRUT,ISKENDERUN
0xe2264ab8dfa66d964f55262616d32110b34704ae,AUGUSTA,TARRAGONA
0x32138ab1857ebb1bad1bc882cac01d588a288329,GENOVA,VALLETTA
0x1b68fb76515288a105938728ae0428e28d3a6949,AUGUSTA,GIBRALTAR
0xf35bdcb690e25735503d720cfb77257c881a34c8,VALENCIA,LIVORNO
0x7086e9bed7ea1ca1b4ec7ea3955ef732792d29b8,MARSAXLOKK,VALLETTA
0xdcc025edc9f9b70144dc73cd2e98bce6cd149e50,LIVORNO,PIRAEUS
0xdf42e16620ac0906abda39b37b750397b37efc91,VALENCIA,PALMA DE MALLORCA
0xbda0a4a45ab0e3da3c1742bbefbf0420a49b59a8,BARCELONA,CEUTA
0xa0a289dac68072d01bf29b507cffff78e12129e8,VALENCIA,BARCELONA
0x4911271e74d87a25ff88c9f8078decfc2ca0f6e3,PIRAEUS,ALEXANDRIA
0xea3485f54ec3955888ebb06d0515573d974e4f60,CARTAGENA,PALMA DE MALLORCA
0x4bf19351b48ac32ef5d9000c132304b900b7a84c,BARCELONA,GENOVA
0x79931255ef77463e141a486d565a745804391581,GEMLIK,TUZLA
0xdf42e16620ac0906abda39b37b750397b37efc91,PALMA DE MALLORCA,BARCELONA
0xeca734318ce9bf56bdf1f15bd6f39a5053167e7a,GENOVA,PIRAEUS
0x96da4964e72dece5de49d4d102b16206e7298bdc,NEMRUT,DILISKELESI
0xf85dcd36be27e20d5b986e3e62529e04d9b11714,NEMRUT,ISKENDERUN
0xf10a87f61c10b8230172a361be55e0ccbfe4a603,AUGUSTA,MARSAXLOKK
0x5711c7eaf8c97793c46f4bd4331142467fb6da2b,VALENCIA,BARCELONA
0x84e9a67caa1f601e4a50cb7827240ff2de81ef9c,GEMLIK,NEMRUT
0xd25dcd9fcb7b1570cf80f0df612918a0b5c53e01,VALLETTA,MARSAXLOKK
0xd65de9e13437068fffe0fdb35f3e9d6e2de3e6d7,GENOVA,BARCELONA
0xf37bba289ad009113bd1e42efe43c4febcf228c8,DILISKELESI,NEMRUT
0xeedd2ae677a53d90d8b7ea79ce235bec0ee9733b,ALEXANDRIA,ISKENDERUN
0x06dc8ff50cc1037b2717225893ec4d6e2979cef2,GIBRALTAR,PALMA DE MALLORCA
0x8c69fbd2e33ad753323022f4ec93dbdea72ade7d,PALMA DE MALLORCA,BARCELONA
0xddc7d625289de1b98a7a37f0291d63e1037603d5,DILISKELESI,TUZLA
0x4fb414b5bd3ae26daaeda269413d260c2ff9fd68,DILISKELESI,GEMLIK
0x24a5bbcacf1946a5ff3445017793922bbedd3941,GIBRALTAR,BARCELONA
0xb512b00009f25e9bdc13284d5cbcb98fa69b1e68,PALMA DE MALLORCA,VALENCIA
0x8e435c80f1b189283b0894407d953c40c86dee0e,ISKENDERUN,GEMLIK
0xe43c5cda16746ec7cf8167522c8e22ad5a33079e,TARRAGONA,CEUTA
0x6c5ac35dfd270a148539288b55b53ae89ffb73b9,PALMA DE MALLORCA,MONACO
0xd6b81d2a86eb17d561f7bb250d9f361dd14babbb,GIBRALTAR,PALMA DE MALLORCA
0x1d90528557054db1100f3d7a15894e9d9be1cef6,TARRAGONA,GIBRALTAR
0x58b260bc521ccdecb50692f06bb2cdf60fd0820c,VALENCIA,TARRAGONA
0x1c31a33cbafe263b40c09251b29dce3e961b456d,BARCELONA,FOS SUR MER
0xa24af55bef77a07e396ffb0f26516cf7784089a4,TARRAGONA,PALMA DE MALLORCA
0x936174001c42dfe09d1d5746616648d7b9f1ab49,GENOVA,BARCELONA
0x406495a6ef19d2cec81f5f87f3fb372123881b91,VALENCIA,LIVORNO
0x5039273c05bd9115ca8637dee0654b1fb5acee1b,GEMLIK,NEMRUT
0x29939369c9002546bbba065837ca328ee247c402,GIBRALTAR,LIVORNO
0x0bf957971b25d2e41bca6830b5a861f64f225ba5,HAIFA,ISKENDERUN
0x28caa77bec4f68ff00f66da7ff7d00ab20c8c2ca,HAIFA,ALEXANDRIA
0xcfdd54dba7a2966fbd1a122ee4264e7bda90d6c9,LIVORNO,FOS SUR MER
0x47b3fe5b16ea781b59571901fe2c23f4c0d16f94,ALEXANDRIA,HAIFA
0x6e6bd620ae7ea9b2dccd5fa5f3018d1c87ca4737,ISKENDERUN,HAIFA
0x2cb98386e3232aa795c4980fab34ecd089125263,LIVORNO,GENOVA
0x0ea3fcdb4135132015cafed00fbee72c24b3256d,MONACO,LIVORNO
0x8c455e7ec07cc9778d427382bd40e9354bce7431,VALLETTA,TUZLA
0xc0ab52158b19195d158a65d22f77d188c4606a0f,CEUTA,VALENCIA
0x08c609a77452a1510453e98c60e4c205621fdfbb,FOS SUR MER,VALENCIA
0x58ddbb85a14068d5783edac3954083bf1ce429cc,GENOVA,LIVORNO
0x67964cf789a0b45a4689611ff8320d2c343cdc10,BARCELONA,CARTAGENA
0x7537ea16f18f2738ec1f793d2069c4a512cd1281,TARRAGONA,BARCELONA
0x8d42da4046a1aea66e0662126861c8e0811daed3,LIVORNO,FOS SUR MER
0xe8c63cacd740c360289cc1aceb08f6afba333b6a,HAIFA,ISKENDERUN
0xf6ac9daf52435634e38ce86db8334b869fb86d61,FOS SUR MER,NEMRUT
0xce279d9e45bfacf4b1196a470d95401026a57cf2,BARCELONA,PALMA DE MALLORCA
0x2c58c6bae8c183d99f4f0e6f27fa8f9b625d846b,AUGUSTA,PALMA DE MALLORCA
0x2bdafcbc7fa6ce7f2d1471e2516c7b70f3cd9266,HAIFA,FOS SUR MER
0x5be4069f20d0465723d21ef8ed2dda6430c9bbf2,GENOVA,MONACO
0x6a6ea09656f7a788159daea9b1b7a5a8b74d9dcc,VALENCIA,BARCELONA
0x403196d75263bc69f9d5407d2a2afdf7b812ba5d,VALENCIA,BARCELONA
0x9f7fc45e7dc19536e9b70bc96f8f60b9461fc31c,BARCELONA,MONACO
0x879105d34165cf15e3e1a30d6ccca24a02a88393,PALMA DE MALLORCA,VALLETTA
0x01550b6bd60955c5e8c479a0dd3b6a0589cfa695,BARCELONA,MONACO
0xc909433a9220c8e23a9fe6024a7a1294f4ebc4da,ALEXANDRIA,GIBRALTAR
0xab810678586989aacc1a1b123c99323c84e6bcea,CARTAGENA,TARRAGONA
0x1a438c590db6bea1d029133ccff1dc86caa96796,BARCELONA,LIVORNO
0x252b43106a3e7721c9ebf81cd58a2280926f19e3,GENOVA,LIVORNO
0xc84d2701f37307edc06a6fd80659b9825a03cfb6,TUZLA,GEMLIK
0xb2548bde7697208610ea2e3ce05f91d283069fe2,LIVORNO,GENOVA
0xe5aa7f0a2cacb83950bfd9e9607fba379e5351b5,BARCELONA,VALENCIA
0x2c27748b13b07dad30839bcc2a610d1ade29b702,YALOVA,TUZLA
0x9fdfd08bdff51da612e7098744e2741bba43566e,GEMLIK,NEMRUT
0x0658d8abef074190b25322b99e4fe1d552e24719,VALENCIA,PALMA DE MALLORCA
0xec4e17bd17068d641ce19a399799f159fd363b9b,GIBRALTAR,PALMA DE MALLORCA
0xfca8822757835a5c7cb36bf1ed593b97aa5eab8d,PIRAEUS,PORT SAID
0xfe040b66208c69b0fdf18d37bbd851b3fa847680,PALMA DE MALLORCA,GIBRALTAR
0x14ed881b4963882948b00af2e2816fbbc565bd8b,VALENCIA,PALMA DE MALLORCA
0xb34c76ff82ee0a5398857b570e0c80373e08a843,HAIFA,ISKENDERUN
0x79931255ef77463e141a486d565a745804391581,ISKENDERUN,GEMLIK
0x282fe886ba7aab394706cfc0faab46f39f55dfc9,LIVORNO,VALENCIA
0xf5036d9ab5e00238145ef913434423231f654a19,ALEXANDRIA,GEMLIK
0xab3be120aa30bcbc9f3c8163e0316e7fcda7ec4f,BARCELONA,MONACO
0x3b1dc5f33a03b8bfc67338fe36adcb660da2edac,MARSAXLOKK,VALLETTA
0xfad11fd31a684600efefd5600a012cb635b2a968,GENOVA,VALLETTA
0x39b74ed201fa314430192035e86658a5d54c0453,NEMRUT,PORT SAID
0x91d73cd6661948519aae2c2aa3efe8158a5401e9,VALLETTA,AUGUSTA
0xb4fae9ca1274e42dce9a064b7beff1dba2700ef7,VALENCIA,GENOVA
0xa17174e13ef7eabacf89c726833cb71583f2266b,CEUTA,CARTAGENA
0xaac76efbf536da70461deca6632da4cf876c3cf9,GENOVA,BARCELONA
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,MARSAXLOKK,VALLETTA
0x62eaedeada371f634322780ae8ff95e6c269ebf3,BARCELONA,PALMA DE MALLORCA
0x84b8c3d8a6627b1e11594c60e1231eca6abc85db,BARCELONA,VALENCIA
0x5172715d4ef2b15d977c4e056ddb94c741c30fdd,GENOVA,MARSAXLOKK
0xf8d021fb2fbcc7abe6bb189275a7484c9701c715,CARTAGENA,PALMA DE MALLORCA
0x790af71389e2ad89a58ef88322351fb1a3e76dc3,PIRAEUS,DILISKELESI
0xf3cf324fa5436cf0d3977bcdd4f4aa185c6348b8,GIBRALTAR,PALMA DE MALLORCA
0x91b17bbd7b3657d8ebc583ffbc4e018a55621fbb,ALEXANDRIA,BARCELONA
0x9d65a1363913e0642aff9160e5b30c52243c026d,GIBRALTAR,BARCELONA
0x7537ea16f18f2738ec1f793d2069c4a512cd1281,TARRAGONA,GENOVA
0xc0f4f648b865e261902809e4447b9741591f33ff,ISKENDERUN,HAIFA
0x1778d48851ec182f10eef087fe42a80de4298521,GIBRALTAR,PALMA DE MALLORCA
0x61028f60381b9c04cb8fca49b4ece2328a0dd342,PALMA DE MALLORCA,MONACO
0x14f8d21e9eee058c1c830ec691fc14b147f4d9c8,CARTAGENA,MONACO
0x84e9a67caa1f601e4a50cb7827240ff2de81ef9c,VALENCIA,PIRAEUS
0x05091f6c499af809c8d0126e1bc1b22d147b4131,ALEXANDRIA,LIVORNO
0x2329bbe5b6bc46a15b5db7041637a10f617ba62c,TARRAGONA,CARTAGENA
0x51c6ba1ea9938f2a181279a252fee62731283504,AUGUSTA,BARCELONA
0xb1a3c0e39d0d08f70c5cae879f46fc2c9943446d,VALENCIA,BARCELONA
0x2b952de1a663501f9889429f52af2da232263a9d,TARRAGONA,PORT SAID
0x39da2681a4621694e0d71b885079d62e5ec6b614,CEUTA,CEUTA
0x4223490c9c668f3a8bf7f3dc67004214f6f776cd,ISKENDERUN,PIRAEUS
0xa5bb55e92b83a3774e7c97430e5b4fd8b7bdb66d,CARTAGENA,VALENCIA
0x7a21a62c31bd12f3bdc9ae5e3f2dbe82639794ec,VALENCIA,PIRAEUS
0x8f28c6da0d4895747c837895cd156c22834f8436,DILISKELESI,NEMRUT
0xedec7a6f92ca0e313c3b98c0720924a5affdf2ff,MARSAXLOKK,VALENCIA
0xdf1aa3e926d75c78e24a3e7c173af1875242b1ee,PALMA DE MALLORCA,MONACO
0xf37bba289ad009113bd1e42efe43c4febcf228c8,DILISKELESI,GEMLIK
0xab7efe812de5950637ded5cea7cee6e22268725a,DAMIETTA,TARRAGONA
0xb2548bde7697208610ea2e3ce05f91d283069fe2,GENOVA,LIVORNO
0x9946aa63eded14bb01f1328e7167ded94eedb592,BARCELONA,FOS SUR MER
0x60754f231154c8944908b41ee6993c95c8e5e43f,NEMRUT,ISKENDERUN
0xfba824555e0bdd8f22bed04f17fc2ba79bded4f5,HAIFA,DAMIETTA
0x9fdfd08bdff51da612e7098744e2741bba43566e,NEMRUT,VALENCIA
0x3965d2970789505621280a74f89c6704b8594735,LIVORNO,BARCELONA
0xd8f52795a3e0cb755e91eb742c0b195d605d4fed,PALMA DE MALLORCA,CARTAGENA
0xa5fe92a1a62a51dbb531b28738f7bf96d15c2bb7,CARTAGENA,BARCELONA
0xf088dd9f601803f3a2accc169d49b92d5945accb,GENOVA,LIVORNO
0xd1e341b273a4d9a307852afa4c5522e6c25a6d67,PALMA DE MALLORCA,BARCELONA
0xfcb395cf8b96fee3fb70b8cc96701d1c47a7bed3,TARRAGONA,FOS SUR MER
0xc9c49495ac98716d7b3edc48fca0fbda25662015,CARTAGENA,TARRAGONA
0x0ea3fcdb4135132015cafed00fbee72c24b3256d,PALMA DE MALLORCA,BARCELONA
0x54c427232c7fa6cf0b23c0b7a645c3308959e50b,DAMIETTA,ISKENDERUN
0x2cb98386e3232aa795c4980fab34ecd089125263,BARCELONA,VALENCIA
0xcb8fe31477a2986dee9d07e3bf54820c3c94e5a9,CEUTA,ISKENDERUN
0xeedd2ae677a53d90d8b7ea79ce235bec0ee9733b,ISKENDERUN,DILISKELESI
0xb0403be74e0c81b8793b8201b3299ae01718c877,MARSAXLOKK,VALLETTA
0xe0931d9b0a0e42c2206120743ea9e3db8e0b483d,VALENCIA,TARRAGONA
0x300a261ba5a958a99e47a0d0afa6ab1e3d1cecca,PIRAEUS,PORT SAID
0xf5796fc3c4bc7ced89d3d3a99c11ef5b13db0b83,CEUTA,GEMLIK
0x023db8bbb80aa3144444cefe369f4e4edfedd70f,PALMA DE MALLORCA,VALENCIA
0x8439c3147fb94b018169973efbafe9ed9b99bdd0,LIVORNO,GENOVA
0x69b83f1ec5e6e007b8c7106df70be8c6645abe5c,PALMA DE MALLORCA,MONACO
0xeaefd811dcb0ee964f1b7207cd9636d52893cd5c,HAIFA,VALENCIA
0xebb33ef1254070fc1bf4a3300c53ca1f0f86360b,ISKENDERUN,TUZLA
0x3b06f19edba3aceb2d81f53e38309b490801dbb2,HAIFA,ISKENDERUN
0x8aa3613447ff1b33d52a3e058a65d020a4390cf0,TARRAGONA,VALENCIA
0x7e5c680a0d79d1a67fba3a9917714c90ff29cc03,FOS SUR MER,PIRAEUS
0x3b70ff93753dc565dbb6352f3bd8705b12f56289,YALOVA,DILISKELESI
0xe5aa7f0a2cacb83950bfd9e9607fba379e5351b5,FOS SUR MER,BARCELONA
0x2438e4e965747549a2675d79d7c7d4d5e1ead9d1,FOS SUR MER,MARSAXLOKK
0xd67b7f3c93dce2a72e6af66d1d9d86a116c15e6c,VALENCIA,MARSAXLOKK
0x7356e12725a655996456ffe994a0944f026378b2,VALENCIA,PALMA DE MALLORCA
0xbb0350a6b3a4c31e0cf4566b0bf069a17482d9df,MARSAXLOKK,VALLETTA
0x165957ba4b79628f25b127031e60c22d1d70db74,BARCELONA,GENOVA
0xf7fe87ed320246c60667cae03de8bab1fa5c31f8,VALENCIA,PALMA DE MALLORCA
0xab7b77fe647e7a22898cdd6f4db4f6c26f3500d7,GIBRALTAR,PALMA DE MALLORCA
0xb2dacd38492fcc8bc627f109dec80cd058b944a1,HAIFA,FOS SUR MER
0x82014d090adccce36f4304480ab926fdca3e755c,LIVORNO,FOS SUR MER
0xc65ba847eec17706c8ea366c9243542a8afb2c9b,GIBRALTAR,ISKENDERUN
0x841951dce44988178868bbcab71df388854e5b76,FOS SUR MER,GENOVA
0xb8ba9f985c2f41a96fcec1dd9bd530335e7e5778,VALLETTA,TARRAGONA
0xb1a3c0e39d0d08f70c5cae879f46fc2c9943446d,GENOVA,MARSAXLOKK
0xe950006f5378a951de9a14db4ad6bdc82a011a8d,BARCELONA,VALENCIA
0xa2160462c903b5325f85cbd1bf760a37983c4129,BARCELONA,VALENCIA
0x8aff0c1318ec5f388281c0ab0099cdd989307541,LIVORNO,PIRAEUS
0x3614ea47ff23f6b7fd4ce0c57725c7542112a160,ISKENDERUN,NEMRUT
0xc933d186ec623f4993d97d1ecbe466bb0fd308df,PALMA DE MALLORCA,VALENCIA
0x18e9189e4867ea6cf88ea2486ff5424572771385,PIRAEUS,LIVORNO
0xe8c63cacd740c360289cc1aceb08f6afba333b6a,ISKENDERUN,GEMLIK
0xbcdc8b7fbae84aab1cbd983a33500a17e7405dd6,FOS SUR MER,BARCELONA
0x2b5f100276f6ff21dea42091d367eb9858c44f2e,NEMRUT,BARCELONA
0xaac76efbf536da70461deca6632da4cf876c3cf9,PALMA DE MALLORCA,GENOVA
0xce279d9e45bfacf4b1196a470d95401026a57cf2,PALMA DE MALLORCA,BARCELONA
0x6bb883a647e00e54ef0648ee37a69ac4ada995d0,CEUTA,BARCELONA
0xe9b6b8630158fb3548f732bded68428cf8269027,VALENCIA,TARRAGONA
0xdf9493d833d3d908a496fdb4688cf23a37a87799,BARCELONA,VALENCIA
0x5172715d4ef2b15d977c4e056ddb94c741c30fdd,ALEXANDRIA,GENOVA
0x91b17bbd7b3657d8ebc583ffbc4e018a55621fbb,BARCELONA,GENOVA
0x2455d406a190e372546253dc6d19bda85d08bc6d,AUGUSTA,DILISKELESI
0xa45568f24f5d8fc725e09b3abb1167337511c416,CARTAGENA,TARRAGONA
0x31535b273e7b1e09306cad0c0cc14daabf04c61e,GIBRALTAR,TARRAGONA
0x295c4a18beb9440263caa4eac872e95d7d25bf8d,BARCELONA,HAIFA
0xeb5ab6e5b883e334c4eeb6c8be18426ced184984,BARCELONA,LIVORNO
0x8bdcfb052cea1ebf79ca08d3e7b875cb704ce507,DAMIETTA,ISKENDERUN
0xe2e179908006d255963a4c21a64b299618c9081f,LIVORNO,FOS SUR MER
0x31535b273e7b1e09306cad0c0cc14daabf04c61e,TARRAGONA,GIBRALTAR
0x21cbcb95081996ac693ecaca72595a3b58e9cc83,HAIFA,ISKENDERUN
0x53e56691fe7c82711dc58960df28b221ec2f29e3,MARSAXLOKK,PORT SAID
0xe597c2a0ef9cfb6e102850a58535f13de3db03b7,BARCELONA,PALMA DE MALLORCA
0xf7fe87ed320246c60667cae03de8bab1fa5c31f8,LIVORNO,BARCELONA
0x0e3e4704965958ac6434d1a8cc72f9da67b39e28,CARTAGENA,TARRAGONA
0x05091f6c499af809c8d0126e1bc1b22d147b4131,LIVORNO,TARRAGONA
0x712bfe417c7bde00124be0698ebbf69a43cf0d88,TARRAGONA,CARTAGENA
0xdb7b89ac1c139a53ee1f9d6e40bc94f93c0d132d,ISKENDERUN,HAIFA
0xf9f91ed2409516f3f74b591a3bbf337093de0f1f,BARCELONA,PALMA DE MALLORCA
0x9c1a8da8518ae25ef011e1f2f1680f4a38e80659,TARRAGONA,GIBRALTAR
0xd22bcbc55693c2a2f35a04e8ab6daaf47f000157,ISKENDERUN,TUZLA
0xdcc025edc9f9b70144dc73cd2e98bce6cd149e50,TARRAGONA,LIVORNO
0x788523c3441e3abecf72a2ec57e15cc7c641a4b3,VALENCIA,PALMA DE MALLORCA
0xc9c49495ac98716d7b3edc48fca0fbda25662015,TARRAGONA,GIBRALTAR
0x96a1558a4f8655221bdddba48db52ece8750d767,PIRAEUS,DILISKELESI
0xbf2aaec2be8b7c3ca3d38a74b6c225da992a1776,PALMA DE MALLORCA,GIBRALTAR
0x4aac718aab3e3d307c93cfb52b215bf273733d03,VALENCIA,LIVORNO
0x6795c999751fac9062241bbe814d75b329fca863,CARTAGENA,VALENCIA
0x1101e8cfde321a5e5d61ecd3fdf1dd32ad7c18a0,GENOVA,GEMLIK
0xa6020d0a60b3ab534d5a9aac1b8d8940d245b31b,NEMRUT,HAIFA
0xf5d16bede545850e1d4eefd7fc43855e0270e0be,ALEXANDRIA,PIRAEUS
0xf78d6b77689d52b17000cd485346d8c164c6bc12,CARTAGENA,PALMA DE MALLORCA
0x8834d88c38111f08574237e205235e14bc896f95,PIRAEUS,VALENCIA
0x08f2b509f377043290ef97b68c8a2bf8375e0be9,GIBRALTAR,VALLETTA
0x14ed881b4963882948b00af2e2816fbbc565bd8b,PALMA DE MALLORCA,VALENCIA
0x38cb2fe6c55e3194b42eef96a5e84117bc7f17f6,NEMRUT,HAIFA
0x3c72771f34ce98a81a99aea52be18a9f2eea9e27,FOS SUR MER,BARCELONA
0x91d73cd6661948519aae2c2aa3efe8158a5401e9,AUGUSTA,VALLETTA
0xa24af55bef77a07e396ffb0f26516cf7784089a4,PALMA DE MALLORCA,CARTAGENA
0x7c427eccb53f8651879092d71539264940125cbe,PALMA DE MALLORCA,VALENCIA
0x43b1400f073cab61f70b086caa3044f0c8957772,LIVORNO,CEUTA
0x01e8828f3d004a124cbdc9569d10f11da6c92a73,ALEXANDRIA,PIRAEUS
0xe3e95adb6fc48c4bb3a91e8450f42cf224a931a5,GIBRALTAR,CARTAGENA
0xa24af55bef77a07e396ffb0f26516cf7784089a4,CARTAGENA,TARRAGONA
0x1aa3ddd700fef791a01567f0dc66ee99b04f1b6b,GENOVA,FOS SUR MER
0x8a91c04b4fec6da4cdc2e393f378162f744f3499,PIRAEUS,DILISKELESI
0x6938871d770f50074dcd29e986d40ba8018c8987,HAIFA,TUZLA
0x9fdfd08bdff51da612e7098744e2741bba43566e,BARCELONA,FOS SUR MER
0x46c26f9f4733570b9c5ed54262279e9a4f1b0c74,NEMRUT,TUZLA
0x8df7bb91722030d221ef05bd3e7f042ceb5f4d85,LIVORNO,TARRAGONA
0x26c89f263e26f145e9578109de116ed307efd4d9,BARCELONA,FOS SUR MER
0x326ebca10f7d586cf0cc96fe960636824b717d45,PIRAEUS,ALEXANDRIA
0xc9cd72eec39423d261e35432c5f75939c71be151,DAMIETTA,GEMLIK
0xc826404d36eae45ab1d22a3839ae3473d8a67c0d,MARSAXLOKK,VALLETTA
0x1e2bd17e53854e78b5b622b4fc5dfb8179e56425,PALMA DE MALLORCA,GIBRALTAR
0xb6b38be203a8a30105ca9d27108638c366798eb5,NEMRUT,GEMLIK
0xe2e179908006d255963a4c21a64b299618c9081f,FOS SUR MER,BARCELONA
0x74a5cba7b1cac7aff3ae71cba6461eb8999d7179,MARSAXLOKK,PORT SAID
0xf5d16bede545850e1d4eefd7fc43855e0270e0be,PIRAEUS,BARCELONA
0x7f3c65c67866bb5ccf99d6b001b458588a3cca2d,TARRAGONA,BARCELONA
0x9c56ec17e0172683909575578a7d9550c1761b9e,GIBRALTAR,PORT SAID
0x9a037c05a3c4a4d7557d4b89f1b6c8fe5bb62fc8,MONACO,LIVORNO
0x4925b8b7c005db08651e965274d61e8fa5578a5a,VALENCIA,GENOVA
0xf151d6164851d3cbf26c4cc9cb63cc41bdf67a5f,MARSAXLOKK,VALLETTA
0xbadac047dca3884e9766c6909147410d98e6701a,TARRAGONA,FOS SUR MER
0xfcc84a2b98905e588b45b1f1539fd4c454e10944,BARCELONA,LIVORNO
0xe4ddb7da88b7899b4aac51ba6f8d1f93223212cc,HAIFA,VALENCIA
0x43a61983964821138afa45862d426f2ad8adb658,ISKENDERUN,GIBRALTAR
0xe1ced0b79c390d7a00d54a8a838f8e0bf6e97c3f,VALENCIA,BARCELONA
0xf393f104bfccf24b8d321e84652d5a71a12646ca,GIBRALTAR,PALMA DE MALLORCA
0x8aff0c1318ec5f388281c0ab0099cdd989307541,PIRAEUS,VALLETTA
